,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
21690,21690,860100.057,1516835.747,852806.3773,1518050.593,1145,6320.866142,36.0,529527.5,3863093.645,7503.937008,Slickwater Crosslink Hybrid,83.77451573,611.1652357,175.579615,14709.09722,107308.1568,0.137073431,7.295359817,1.5,112542,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,60.0,856117.2565,1517495.715,852806.4225,1518050.83,95.66945925
21692,21692,861904.8728,1493409.6530000002,854530.2075,1494246.602,1145,6261.8110240000005,26.0,483544.5714,3011312.418,7795.275591,Slickwater Crosslink Hybrid,77.2212016,480.9011973,240.8388855,18597.868130000003,115819.7084,0.160576023,6.2275798270000005,1.5,102169,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,50.0,857675.9805,1493730.07,854495.1504,1494253.7769999998,120.6904949
21693,21693,811601.4251,1585136.706,803801.3620000001,1586496.981,1311,7191.929134,24.0,545609.0,2377622.13,6653.543307,Crosslink Only,75.86406788,330.5958785,299.6637139,22733.70833,99067.58874,0.22947675,4.357739938,1.5,102985,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,26.0,807256.5916,1585863.2140000002,803801.2129,1586495.3380000002,28.91667114
21694,21694,830728.9973,1463743.79,824074.2238,1464876.112,1311,6221.456693,24.0,544524.6429,2022624.837,7666.338583,Slickwater Crosslink Hybrid,87.5236572,325.104704,259.2273622,22688.52679,84276.03487,0.269216828,3.714478056,1.5,100447,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,18.0,827139.4126,1464119.752,824072.3311,1464877.042,36.95238667
21701,21701,842538.4757,1475025.292,850686.0947,1473064.864,1088,7577.755906,27.0,527125.3571,2648717.91,8193.897638,Slickwater Only,69.56219806,349.538563,280.6576261,19523.16138,98100.66333,0.199011512,5.024834935,1.5,102495,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,56.0,846782.0505,1473634.142,850683.175,1473064.39,181.1285995
21704,21704,859329.5905,1514816.36,852179.3686,1515940.4009999998,1145,7125.984251999999,31.0,584121.4286,3574041.482,7509.84252,Slickwater Linear Hybrid,81.97063141,501.5505726,229.8704597,18842.62673,115291.6607,0.163434429,6.118661817,1.5,114713,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,32.0,855751.1125,1515343.228,852179.9748,1515939.995,116.1190656
21708,21708,862395.3545,1497308.603,854789.9285,1498444.306,1145,6802.165354000001,30.0,572057.7857,3636981.087,8080.708661,Slickwater Crosslink Hybrid,84.09936482,534.6798993,226.7388451,19068.59286,121232.7029,0.157289184,6.357716261,1.5,112692,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,50.0,858231.8988,1497899.25,854792.2133,1498443.983,87.39287067
21714,21714,862451.3243,1495174.701,870036.4152,1493960.471,1145,7263.779528,24.0,586788.5714,3669300.068,7788.385826999999,Slickwater Linear Hybrid,80.78281688,505.1502532,302.65748030000003,24449.52381,152887.5028,0.159918393,6.253189387999999,1.5,112685,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,39.0,866367.5986,1494561.615,870033.7568,1493962.947,176.6385194
21716,21716,809097.8640000001,1542653.979,799110.2891,1544296.0180000002,1041,3534.448819,19.0,533443.2857,2111534.327,7041.338583,Slickwater Only,150.92686669999998,597.4154486000001,186.023622,28075.962410000004,111133.3856,0.252633016,3.958310815,1.0,101837,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,24.0,803723.9383,1543374.9330000002,799038.8075,1544311.299,87.46429925
21717,21717,855814.5997,1483818.2230000002,862934.1014,1482686.8069999998,1298,6511.8110240000005,38.0,667759.7857,3215459.998,7707.677165000001,Slickwater Only,102.5459405,493.7888993,171.363448,17572.62594,84617.36836000001,0.20767162,4.815294461000001,1.5,104322,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,33.0,859756.8839,1483268.6819999998,862934.5504,1482689.4019999998,226.3123366
21723,21723,794764.8459,1509146.975,802387.9707,1507963.981,1145,6970.472441,24.0,584808.7857,3154870.488,7001.968504,Slickwater Linear Hybrid,83.89801275,452.6049726,290.4363517,24367.03274,131452.937,0.185366971,5.39470433,1.5,111909,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,57.0,798868.5516,1508534.977,802388.0759,1507965.2680000002,50.65476974
21725,21725,794477.5521,1500726.945,787174.537,1501861.45,1311,6399.606299,30.0,595758.5714,3016951.467,7003.937008,Slickwater Crosslink Hybrid,93.09300347,471.4276669,213.32021,19858.61905,100565.0489,0.197470386,5.064050459,1.5,107730,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,41.0,790435.1126,1501408.49,787173.4531,1501860.869,100.1071583
21726,21726,858072.8754,1466104.458,849904.3995,1467401.799,1088,7613.188976,28.0,568794.2857,2192103.339,8098.425197,Slickwater Only,74.71169933,287.93497,271.8996063,20314.08163,78289.40497,0.259474212,3.853947542,1.5,111914,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,34.0,853642.4407,1466803.258,849904.7523,1467403.7030000002,103.8690637
21727,21727,857896.0269,1464582.306,849617.1896,1465634.614,1088,7704.724409,24.0,704386.8571,2701154.418,8077.755906,Slickwater Only,91.42271932,350.58417080000004,321.0301837,29349.45238,112548.1008,0.260772525,3.834759821000001,1.5,102293,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,31.0,853380.8842,1464820.029,849616.0821,1465636.231,96.14287202
21732,21732,822005.8832,1564331.219,813730.7923,1565585.78,1041,7249.015748000001,26.0,738042.8571,2843723.44,6787.401575,Undefined,101.8128368,392.2909729,278.808298,28386.26374,109373.9785,0.259533978,3.853060039,1.5,104614,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,30.0,817518.8052,1565004.735,813733.2289,1565586.951,154.5255341
21736,21736,861814.4325,1491347.515,872016.0651,1489726.719,1145,9704.724409,40.0,770351.2857,4740737.734,7854.330709000001,Slickwater Crosslink Hybrid,79.37899658,488.4979247,242.6181102,19258.78214,118518.4433,0.162496077,6.153994706000001,2.0,110457,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,73.0,867166.0343,1490491.284,872015.5993,1489725.32,187.7143148
21737,21737,856322.9307,1485779.878,850238.0568,1486702.772,1298,5490.15748,34.0,790329.3571,3005357.465,7732.283465,Slickwater Only,143.95385919999998,547.4082438999999,161.47522,23244.98109,88392.86662,0.262973495,3.802664595,1.0,106817,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,91.0,852949.7556,1486285.309,850237.0666,1486704.179,67.06826435
21738,21738,806587.2181,1540464.444,795610.3813,1542232.408,1041,10330.70866,22.0,540589.2857,2553346.395,7079.724409,Undefined,52.3283836,247.1608172,469.5776664,24572.24026,116061.1998,0.211717958,4.723264894,2.0,106731,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,83.0,800719.4578,1541397.957,795610.6967,1542232.235,114.4523987
21739,21739,815280.2548,1559901.5769999998,807017.4673,1560854.447,1041,7608.267717000001,39.0,892127.1429,3684970.57,6627.952756000001,Slickwater Only,117.2575908,484.3376584,195.0837876,22875.05495,94486.42488,0.242098851,4.130544172,1.5,103639,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,78.0,810809.3746,1560242.431,807016.2540000001,1560851.66,54.64541662
21741,21741,862892.8702,1498242.638,870519.8578,1497058.763,1145,7029.527559,24.0,556929.5714,2675238.414,7710.629921,Slickwater Crosslink Hybrid,79.22716949999999,380.57158060000006,292.8969816,23205.39881,111468.2673,0.208179416,4.803548871,1.5,117018,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,45.0,866995.1743,1497614.421,870522.4442,1497059.387,117.3079547
21742,21742,820931.2274,1438392.539,813384.3828,1439906.468,1145,7265.748031,25.0,606095.0,3321929.514,7886.811024,Slickwater Only,83.41811433,457.2040621,290.6299213,24243.8,132877.1806,0.182452697,5.480872659,1.5,101573,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,23.0,816826.2431,1439357.591,813385.1704,1439903.601,90.46429971
21744,21744,804270.8509,1567736.715,811008.4073,1566615.603,1041,6024.606299,21.0,584382.1429,2504087.3880000003,6839.5669290000005,Undefined,96.99922515,415.6433239,286.8860142,27827.72109,119242.2565,0.233371306,4.28501695,1.0,112994,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,45.0,808007.2903,1567158.579,811009.2424,1566617.7,57.54762795
21745,21745,842224.6741,1491147.013,850452.6084,1489451.2780000002,1041,7442.913386,32.0,451558.5,1963276.804,8073.818898,Slickwater Only,60.66958953,263.7779996,232.5910433,14111.203130000002,61352.400120000006,0.230002463,4.347779532,1.5,109396,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,19.0,846704.0208,1490028.918,850453.0401,1489453.335,89.42858527
21746,21746,855710.2743,1483164.137,862836.9483,1482053.8369999998,1298,6457.677165,33.0,760773.5714,3425671.03,8408.464567,Slickwater Only,117.8091676,530.480379,195.6871868,23053.74459,103808.213,0.22208016,4.502878595,1.5,107844,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,77.0,859536.0340000001,1482566.468,862776.1658,1482012.4840000002,184.4447564
21747,21747,785735.2666,1478169.4130000002,780022.6385,1479157.549,1262,4894.685039,20.0,414484.5,2216841.3430000003,7032.480315000001,Slickwater Crosslink Hybrid,84.68052524,452.9078634,244.734252,20724.225,110842.0672,0.186970755,5.348430021,1.0,114321,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,77.0,782506.3118,1478698.646,780022.1309,1479155.871,26.62063904
21749,21749,841335.9763,1485455.311,849617.5195,1484195.533,1041,7487.204723999999,32.0,427298.2857,2123329.091,7715.551181,Slickwater Only,57.07046908,283.59436780000004,233.9751476,13353.07143,66354.03408,0.201239783,4.969196371000001,1.5,116832,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,16.0,845921.0374,1484719.908,849618.4343,1484196.178,130.42144879999998
21750,21750,796614.3747,1439873.6930000002,791133.5229999999,1440792.445,1037,4797.244094,20.0,435991.4286,2359407.413,7650.590551,Slickwater Crosslink Hybrid,90.88372824,491.8255912,239.8622047,21799.57143,117970.3706,0.18478853,5.411591279,1.0,103767,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,45.0,793594.7233,1440412.905,791130.5468,1440792.227,50.17857919
21751,21751,821090.1465,1439431.0780000002,813456.9894,1440620.2869999998,1145,7265.748031,25.0,610005.5714,3231223.5,7880.905512,Slickwater Linear Hybrid,83.9563344,444.7200049,290.6299213,24400.22286,129248.94,0.188784704,5.297039325,1.5,116322,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,27.0,816856.8289,1440100.035,813450.7844,1440618.914,63.05953357
21757,21757,847994.9491,1510387.6830000002,856262.2679,1509063.806,1041,7699.80315,33.0,437423.5,2391681.37,7385.826771999999,Slickwater Linear Hybrid,56.80969909,310.615911,233.3273682,13255.25758,72475.19303,0.1828937189999999,5.467656333,1.5,109619,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,19.0,852472.0954,1509648.03,856200.1917,1509088.851,43.98257483
21761,21761,861475.4367,1474294.197,851235.7154,1475862.3180000002,1298,9705.708661,57.0,1334912.429,6118532.947000001,8132.874016,Slickwater Only,137.5388934,630.405585,170.2755906,23419.51629,107342.6833,0.218175246,4.583471407,2.0,108452,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,49.0,856050.8468,1474994.634,851238.3981,1475862.29,183.7976475
21762,21762,860501.6118,1478871.289,867592.3032,1477944.905,1298,6614.173228000001,40.0,659565.6429,4112336.636,8028.543306999999,Slickwater Only,99.72004362,621.7461343,165.3543307,16489.141069999998,102808.4159,0.160387075,6.234916389,1.5,114519,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,38.0,864287.0874,1478491.427,867589.3266,1477945.259,87.70239453
21767,21767,805242.8515,1569798.7130000002,798624.5429,1570728.89,1041,5867.125984,31.0,720582.7143,3112852.1960000005,6804.133858,Slickwater Only,122.8169833,530.5582673,189.2621285,23244.60369,100414.587,0.231486325,4.319909615,1.0,104611,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,42.0,801552.2431,1570178.5280000002,798626.0696,1570730.006,39.79762521
21768,21768,857122.4508,1465279.495,866149.6433,1464809.534,1088,8308.070866,34.0,694900.2857,3458407.035,7794.291339,Slickwater Only,83.64159345,416.2707674,244.3550255,20438.2437,101717.854,0.20093074,4.976839277,1.5,113643,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,60.0,861917.8108,1465490.956,866201.8931,1464806.313,106.7023975
21769,21769,857103.7147,1465143.2780000002,865914.1333,1462863.785,1088,8300.19685,43.0,880423.5714,4350525.173,7836.614173000001,Undefined,106.0726134,524.1472282999999,193.0278337,20474.96678,101175.004,0.202371791,4.941400156,1.5,113643,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,79.0,861892.6788,1463542.02,865912.6209999999,1462864.871,159.69050090000002
21771,21771,857116.3622,1465242.506,866048.7471,1463860.7859999998,1088,8298.228346,43.0,858990.7143,4270204.161,7810.03937,Slickwater Only,103.5149526,514.5922699,192.9820546,19976.52824,99307.07351,0.201159168,4.971187802,1.5,113643,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,57.0,861950.1902,1464465.814,866048.1597,1463861.33,113.2738271
21774,21774,822841.3001,1433397.579,815233.5679,1434584.5269999998,1145,7162.401575,25.0,569209.0,2770160.4289999995,8062.007874,Slickwater Crosslink Hybrid,79.47180761,386.7641879,286.496063,22768.36,110806.4171,0.205478713,4.866684168,1.5,100406,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,56.0,818749.0554,1434047.988,815278.1875,1434554.716,100.4916822
21776,21776,861262.3006,1473157.993,850979.6399,1474242.0,1298,9154.527559,48.0,987030.5714,3396428.799,7848.425197,Slickwater Only,107.8188432,371.0108225,190.7193241,20563.1369,70758.93332000001,0.290608351,3.441057347,2.0,116721,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,47.0,855495.2781,1473501.517,850978.2014,1474241.592,136.0714496
21779,21779,815016.2173,1558873.441,806781.1390000001,1559881.7130000002,1041,7615.15748,39.0,916385.0,4057373.628,6929.133858,Slickwater Only,120.336973,532.8023273,195.2604482,23497.05128,104035.2212,0.225856695,4.427586252,1.5,103655,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,85.0,810583.4948,1559248.803,806782.0237,1559880.7340000002,74.32144007
21780,21780,814808.4839,1557740.72,806587.604,1559120.77,1041,7640.748031,39.0,931827.7143,4350850.673,6954.724409,Slickwater Only,121.9550377,569.4273199,195.9166162,23893.01832,111560.2737,0.214171385,4.669157835,1.5,116193,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,57.0,810351.9449,1558524.497,806586.8886,1559120.3280000002,65.57143872
21782,21782,843510.3907,1478773.733,851398.3314,1477675.392,1088,7327.755906,29.0,835058.5714,3416386.529,8012.795276000001,Slickwater Only,113.9582953,466.22548200000006,252.6812381,28795.12315,117806.432,0.244427428,4.091193894,1.5,104834,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,37.0,847913.2029,1478225.727,851400.895,1477674.886,116.9881133
21783,21783,843305.054,1477439.237,851135.2611,1476236.726,1088,7362.204723999999,38.0,1014021.429,4754579.2360000005,7757.874016,Slickwater Only,137.7333919,645.8091582000001,193.7422296,26684.77444,125120.5062,0.21327259,4.68883507,1.5,105406,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,78.0,847571.9035,1476813.435,851136.1808,1476236.975,41.85714934
21785,21785,856366.9475,1508761.386,866725.0501,1507283.8909999998,1145,9704.724409,32.0,800285.7143,4912570.76,7619.094488,Slickwater Only,82.46351782,506.2040459,303.2726378,25008.92857,153517.8363,0.162905687,6.138521121,2.0,109217,Inner Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,52.0,861816.0614,1508082.218,866724.3014,1507284.67,107.1714452
21786,21786,808776.9364,1442784.0580000002,818720.4223,1441232.134,1145,9687.007874,33.0,829050.3571,4369977.676,7898.622047,Slickwater Only,85.58373937,451.1173866,293.5456932,25122.7381,132423.5659,0.18971501,5.271064223,2.0,109106,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,69.0,813936.9272,1441993.051,818721.8419,1441233.8469999998,87.95239456
21787,21787,808781.4847,1442811.8390000002,818766.6425,1441626.975,1145,9391.732283,33.0,827997.6429,4280015.662,7666.338583,Slickwater Only,88.16239836,455.7216425,284.597948,25090.83766,129697.4443,0.193456685,5.169115757,2.0,109106,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,69.0,814001.8936,1442334.561,818766.3559,1441627.292,73.7857257
21788,21788,841413.8641,1485949.314,849606.1953,1484238.576,1041,7679.133858,33.0,484511.4286,2455510.38,8056.102362,Undefined,63.09454133,319.7639767,232.701026,14682.1645,74409.40546000001,0.197315977,5.068013333,1.5,107220,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,18.0,845805.0063,1484959.762,849607.5541,1484238.428,103.452397
21789,21789,841407.2439,1485909.225,849751.3715,1485050.728,1041,7442.913386,32.0,449840.0,2388162.87,8065.944881999999,Undefined,60.43869876,320.8639878,232.5910433,14057.5,74630.08967,0.188362362,5.308916214,1.5,107220,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,3.0,845960.1698,1485707.029,849750.7549,1485050.55,104.1109855
21790,21790,841677.5791,1487657.618,847063.6658,1486409.985,1041,4903.543307,21.0,288503.1429,1778594.275,8309.055118,Undefined,58.83564696,362.7161348,233.5020622,13738.2449,84694.96549,0.162208519,6.164904332000001,1.0,108663,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,19.0,844731.0966,1486841.793,847062.5769,1486409.6509999998,135.4285924
21791,21791,841581.7106,1487679.79,849315.2291,1486940.74,1041,6793.307087,29.0,403504.0714,2476404.383,8101.377953,Undefined,59.39729594,364.5359104,234.2519685,13913.9335,85393.25459,0.162939492,6.137247573,1.5,108663,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,24.0,845962.9602,1487584.639,849315.7987,1486941.991,110.7857314
21799,21799,861630.9274,1494316.2319999998,854270.5132,1495306.188,1145,7029.527559,24.0,571710.1429,3667455.568,7826.771654000001,Slickwater Only,81.3298103,521.7214865,292.8969816,23821.25595,152810.6486,0.155887408,6.414886308,1.5,107558,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,27.0,857860.082,1494835.507,854269.4304,1495304.856,58.45239
21801,21801,860119.7771,1515533.931,867791.8348,1514155.1919999998,1145,7265.748031,25.0,613513.7857,3006814.465,7527.559055,Slickwater Linear Hybrid,84.43917723,413.8341231,290.6299213,24540.55143,120272.5786,0.204041118,4.900972945,1.5,102795,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,37.0,864270.3835,1514848.239,867792.723,1514157.217,124.5412891
21802,21802,817046.9656,1443863.676,824267.066,1442380.102,1145,7029.527559,24.0,570028.5,2564258.397,8003.937008,Slickwater Crosslink Hybrid,81.09058471,364.7838884,292.8969816,23751.1875,106844.0999,0.222297605,4.4984740180000005,1.5,107672,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,46.0,820964.897,1442855.9119999998,824267.3194,1442382.0180000002,105.7813656
21804,21804,842230.7907,1491184.017,850584.532,1490316.295,1041,7437.007874,32.0,375331.5714,1771743.274,8075.787402,Slickwater Only,50.46808848,238.2333466,232.40649610000003,11729.11161,55366.977320000005,0.211843091,4.720474932,1.5,109396,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,25.0,846835.108,1490939.3480000002,850586.3546,1490313.861,71.94048732
21805,21805,842645.4759999999,1492867.365,850727.2019,1491223.877,1041,7501.968504,32.0,422425.2857,1995981.809,8053.149606,Slickwater Only,56.30859227,266.0610756,234.4365157,13200.79018,62374.43153,0.211637844,4.725052871,1.5,101981,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,27.0,847048.495,1491880.395,850728.3013,1491223.394,94.98057025
21808,21808,861291.0098,1473153.26,850986.3402,1474215.562,1298,9355.314961,36.0,822875.7143,3063399.069,8436.023622,Slickwater Only,87.95809844,327.4501267,259.86986,22857.658730000003,85094.41859,0.2686152519999999,3.722796792,2.0,116721,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,19.0,855685.6371,1473484.051,850986.6602,1474216.7759999998,157.0714529
21812,21812,862348.9609999999,1480393.1509999998,852212.4102,1482072.7759999998,1298,9467.519685,48.0,1138690.7140000002,5294986.819,7758.858268000001,Slickwater Linear Hybrid,120.2733928,559.2791983,197.2399934,23722.72321,110312.2254,0.215050717,4.650065863,2.0,102178,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,76.0,856897.7362,1481328.03,852164.4659999999,1482081.979,146.6071655
21813,21813,862320.2527,1480397.89,852246.429,1482345.843,1298,9375.0,45.0,1019501.429,3714108.73,8049.212598,Slickwater Only,108.746819,396.1715978,208.3333333,22655.5873,82535.74955,0.274494233,3.643063781,2.0,102178,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,57.0,856970.0925,1481646.52,852245.9381,1482344.6430000002,73.23136054
21816,21816,802380.2538,1566707.415,810684.8661,1565299.015,1041,7638.779528,39.0,924904.2857,4195323.649,6853.346457,Slickwater Only,121.08011270000002,549.2138677999999,195.8661417,23715.49451,107572.4013,0.220460771,4.535954384,1.5,107903,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,79.0,806886.0544,1565986.186,810687.1269,1565300.487,78.92858364
21818,21818,804909.2921,1569127.799,798480.0747,1570042.0569999998,1041,5812.007874,30.0,703101.4286,3060134.474,6848.425197,Slickwater Only,120.9739291,526.5193268999999,193.7335958,23436.71429,102004.4825,0.229761612,4.352337158,1.0,108213,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,48.0,801208.8603,1569577.417,798482.1165,1570042.2019999998,40.11905383
21827,21827,806872.3806,1542663.138,795900.0362,1544059.756,1041,10158.46457,52.0,1228343.571,3833088.593,7001.968504,Slickwater Only,120.91823159999998,377.3295234,195.3550878,23621.99176,73713.24218,0.320457913,3.120534582,2.0,117059,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,29.0,800999.5941,1543293.811,795899.4756,1544061.292,56.95238977
21828,21828,848448.7443,1509856.2140000002,856164.4652,1508829.813,1041,7029.527559,30.0,641252.1429,2151725.833,7663.385826999999,Undefined,91.22265152,306.0982143,234.3175853,21375.07143,71724.19442999999,0.298017588,3.355506655,1.5,105508,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,22.0,852731.1825,1509458.819,856164.8871,1508829.8,74.54763058
21829,21829,848442.0961,1509816.133,856081.1724,1508216.505,1041,7029.527559,30.0,650381.4286,2173720.336,7640.748031,Undefined,92.52135696,309.2270879,234.3175853,21679.38095,72457.34455,0.29920198,3.342223872,1.5,105508,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,22.0,852628.8283,1508808.7869999998,856079.8259,1508214.37,55.45556414
21830,21830,848159.8674,1508069.8569999998,855905.7503,1507336.5880000002,1041,6783.464567,29.0,416237.1429,1815174.281,7690.944881999999,Undefined,61.36055385,267.5880832,233.9125713,14353.00493,62592.21657999999,0.22930974,4.360913753,1.5,101564,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,31.0,852519.8509,1507934.502,855905.1615,1507336.631,79.94802825
21831,21831,848153.2213,1508029.775,855792.9024,1506411.454,1041,7029.527559,30.0,436503.2857,1960222.565,7690.944881999999,Undefined,62.09567884,278.8555203,234.3175853,14550.109519999998,65340.75218,0.222680472,4.490739542,1.5,101564,Inner Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,25.0,852361.9901,1507025.005,855793.5132,1506410.53,61.64326351
21832,21832,847369.7728,1506372.918,855479.7042,1504433.1719999998,1041,7501.968504,32.0,427422.6429,2304819.357,7738.188976,Slickwater Only,56.97473172,307.2286101,234.4365157,13356.95759,72025.6049,0.18544735,5.39236607,1.5,100115,Outer Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,19.0,851845.5431,1505081.0780000002,855479.8268,1504436.0890000002,67.54802633
21836,21836,803328.7698,1527504.255,810545.3114,1526314.647,1145,7029.527559,24.0,604696.9286,3626349.561,7100.393701000001,Slickwater Crosslink Hybrid,86.02241381,515.8738665,292.8969816,25195.70536,151097.8984,0.166750866,5.996970366,1.5,109594,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,47.0,807047.2862,1526918.235,810547.6091,1526314.983,60.92858086
21839,21839,860781.0974,1489222.821,853643.0569,1490130.559,1145,7029.527559,24.0,597950.4286,3376551.523,7906.496063,Slickwater Linear Hybrid,85.06267648,480.3383291999999,292.8969816,24914.60119,140689.6468,0.177089088,5.646875327999999,1.5,103974,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,54.0,857070.5290000001,1489566.226,853644.8039,1490127.741,178.8897102
21840,21840,861706.5156,1488420.753,853433.2093,1489820.05,1145,7324.80315,25.0,590592.0714,3394500.525,8182.086614,Slickwater Linear Hybrid,80.62907076,463.425495,292.992126,23623.68286,135780.021,0.17398497,5.747622918999999,1.5,114299,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,75.0,857013.292,1489278.658,853430.2935,1489817.909,143.2151015
21844,21844,861700.9115,1488386.851,853357.7062,1489452.495,1145,7561.023622,26.0,631349.6429,3602324.558,7875.984251999999,Slickwater Linear Hybrid,83.50055157,476.4334484,290.8086008,24282.67857,138550.9445,0.175261732,5.705752111000001,1.5,114299,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,55.0,857240.6179,1488814.758,853355.446,1489453.065,129.486528
21846,21846,820783.8075,1435441.667,828383.9341,1434208.05,1145,7304.133858,25.0,579485.7143,3407210.527,8038.385826999999,Slickwater Linear Hybrid,79.33667777,466.4770106000001,292.1653543,23179.42857,136288.4211,0.170076287,5.879714449,1.5,115977,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,44.0,824941.2876,1434802.299,828381.473,1434209.374,108.2500168
21850,21850,860634.3625,1518830.985,868344.6945,1517682.614,1145,7265.748031,25.0,594698.6429,3293766.01,7501.968504,Slickwater Crosslink Hybrid,81.84961002,453.3278605,290.6299213,23787.94571,131750.6404,0.18055279,5.53854637,1.5,117539,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,27.0,864793.9455,1518254.06,868343.1808,1517680.928,123.1428762
21851,21851,860023.2848,1516218.231,852325.7005,1517420.8369999998,1145,7324.80315,25.0,579787.7143,3227208.999,7536.417323000001,Slickwater Linear Hybrid,79.15403355,440.5864477,292.992126,23191.50857,129088.36,0.179656079,5.566190728,1.5,114311,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,55.0,855831.4309,1516869.792,852323.8652,1517421.126,61.49564444
21852,21852,811160.4819,1580970.993,821335.3278,1578642.279,1041,9627.952756,41.0,564251.7857,3454999.987,6661.417323,Slickwater Only,58.60558314,358.8509494,234.828116,13762.23868,84268.29237000001,0.163314555,6.123152951000001,2.0,110756,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,17.0,816615.3848,1579483.7219999998,821335.0545,1578641.9730000002,160.7976439
